"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LINC00487",-3.87322191082659,3.49475441993999,-8.53570323722841,2.73557895151029e-06,0.0551875697677685,2.27088152728192
"ZNF485",-3.8369325989025,3.81662529349134,-7.78977558240363,6.73813311504178e-06,0.0679675487314264,1.8768460761904
"TMEM120B",-3.35718528740586,4.70768412503585,-6.81246101756276,2.41853802155095e-05,0.161544407551865,1.25680868012801
"MEIG1",-3.52179589807631,5.02975278115319,-6.60906634219521,3.20302186084793e-05,0.161544407551865,1.11083438735116
"BCDIN3D-AS1",-3.25179305302129,4.3090026971161,-6.20826662994854,5.66141184139611e-05,0.22842664497665,0.804280767375813
"IFNB1",3.77425639229948,2.63692918101604,6.0250508917939,7.39851936983344e-05,0.248762882945033,0.655401556974465
"LINC01990",-3.59693534050517,4.31903487760204,-5.88810498706474,9.06414798958451e-05,0.261228745059826,0.540395754304332
"ZNF850",-3.53465457598911,3.85701932402677,-5.7227507697012,0.000116228826140236,0.274494498057032,0.397184754301645
"HSPB2",-2.96188881959775,5.60275754919454,-5.60228655880718,0.000139647655451485,0.274494498057032,0.289800589976354
"ZAN",-3.10333883372216,4.33188661511858,-5.5767572026487,0.000145225298637375,0.274494498057032,0.26670863548063
"SCGN",3.68746304224599,3.69658958173429,5.54036396719312,0.000153588222177028,0.274494498057032,0.233586314773122
"GALP",4.67145765058151,2.74098847167244,5.50074245295992,0.000163276195929631,0.274494498057032,0.197252612739839
"NTRK3-AS1",-2.75588914449929,4.3348918272779,-5.43854156297902,0.00017981298844937,0.278090779558791,0.139635827026987
"TNNT1",2.97502891154047,2.87991018296812,5.35120179772827,0.000206088630584436,0.278090779558791,0.0575349432519658
"SPATS1",-3.79802151109429,4.18291161390619,-5.34909911768334,0.000206769192692667,0.278090779558791,0.0555410590347147
"EMG1",-3.07937630661981,5.75558295519966,-5.16937292133897,0.000274708913805752,0.336751151012486,-0.117918633502811
"KRT85",2.89801313888314,3.64922506948871,5.14902662118703,0.000283769682126116,0.336751151012486,-0.137935085007404
"DNAJB5",-2.50907069359685,4.60985108580289,-4.98964945922516,0.00036663803808752,0.405644017231312,-0.297417251052768
"DOK4",-2.84243343014187,4.38378849835229,-4.96425982427472,0.000382038085029985,0.405644017231312,-0.323265180306367
"PHKG2",-2.63684562579525,5.48332467928371,-4.90074164098738,0.00042362520587143,0.417364352630394,-0.388462691209258
"ASPG",2.85079125269004,3.06158742278812,4.86548115710134,0.000448743685723345,0.417364352630394,-0.424984212611964
"ZNF763",-3.39519591840437,3.5677619850317,-4.85683223929862,0.000455141060665642,0.417364352630394,-0.433978306820808
"CLCN2",-3.664078632252,5.16163787482703,-4.77242206557415,0.000522854285303419,0.443558355983672,-0.522498944058896
"AKT1S1",-2.36918804840808,4.43354844494883,-4.76685261555668,0.000527679217983946,0.443558355983672,-0.528386907156638
"SMC1B",2.69981617529955,3.20017844306248,4.71132694900455,0.000578419782507754,0.451809378595869,-0.587407956406768
"FKRP",-3.37252390623154,5.14849042673516,-4.7073075584665,0.00058228630135286,0.451809378595869,-0.591702927012609
"UBAP1L",-2.71430455270809,4.94434253443814,-4.60068842996632,0.000695401500902943,0.491719907851378,-0.70674152786432
"ABCA6",-3.15070409879504,4.45583792804582,-4.59339626710149,0.000703935846265583,0.491719907851378,-0.714687503779492
"UBE2DNL",2.73734921725896,3.09645442554341,4.59093227021327,0.000706844320793594,0.491719907851378,-0.717374673150183
"MGC12916",-2.59547761219273,3.92797557310998,-4.55942723524352,0.00074516229756386,0.499295993937427,-0.751833355617455
"LOC101928861",2.7502343693424,2.97207389562673,4.54204120595535,0.000767233856055331,0.499295993937427,-0.77092878448677
"LMNB2",-2.72126624358669,4.3786134415079,-4.51938882377914,0.000797022678133624,0.502472984645866,-0.795892950268422
"CABP2",3.36326738234378,2.88014405647938,4.46447353829842,0.000874373369848829,0.522502933099708,-0.856808804489868
"ZBED6CL",-3.35981266901863,3.91250186272108,-4.46028023100797,0.000880593820035198,0.522502933099708,-0.861483306618025
"GRAPL",-3.5015664407351,4.20644213984635,-4.40625224472586,0.000965009420371275,0.544188064270531,-0.922001808905523
"LRRC46",-4.20525638930644,5.2179908218573,-4.40255314082011,0.000971090032405032,0.544188064270531,-0.926164977855328
"ALK",2.40431190148324,6.08279665349833,4.35758521822351,0.00104829260138096,0.545317704107206,-0.976975122541675
"SLC25A15",-2.80040727827819,5.16138012869195,-4.35645288779306,0.00105031738080118,0.545317704107206,-0.978259344976886
"C11orf40",2.6609342663709,1.67501859150257,4.35428905794814,0.00105419800040552,0.545317704107206,-0.980714084863052
"BCRP3",-2.33883278995762,4.02875828220571,-4.33605831433199,0.00108749325398595,0.548477222647816,-1.00142974233884
"LOC101926963",2.4826158257255,3.25013792841185,4.2798772993626,0.00119717311158141,0.569959743074823,-1.06564845136425
"TMPRSS11D",-2.48066270761715,4.7973613278374,-4.23937857799217,0.00128334888977171,0.569959743074823,-1.1122948947907
"SIRT4",-2.65774404021386,4.64753073824806,-4.23903471010649,0.00128410765511996,0.569959743074823,-1.11269222319979
"LINC01227",2.50279153257902,1.73920609424966,4.2293566849552,0.00130565555330803,0.569959743074823,-1.12388355588457
"LOC101927044",-2.87681723573804,3.87168475270293,-4.2205305879388,0.00132563499676541,0.569959743074823,-1.13410434995863
"LINC00327",2.39299125477883,2.80720690874425,4.22003495076162,0.00132676635741389,0.569959743074823,-1.13467872011303
"TMEM238",3.57262927307302,2.29652350353747,4.21087071984458,0.00134786710635817,0.569959743074823,-1.14530660256425
"ASIC2",2.81848887768582,3.80507195318427,4.1964383855583,0.00138180881143317,0.569959743074823,-1.16207429622076
