"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Gpnmb",4.10434613599526,8.18298778911091,41.6582872656759,8.48375232090801e-09,0.000110229393905558,8.22151317339196
"Clec7a",2.78110151183263,6.67075811723432,32.9612888034193,3.57824027079704e-08,0.000206273578907359,7.75711597922341
"Ddx3y",-6.22789046416235,7.27204646080301,-31.4611664870413,4.76272405696973e-08,0.000206273578907359,7.64544902533186
"Ptx3",2.13843473820878,6.57501386444027,26.9760361638136,1.22301658741943e-07,0.000397266363008516,7.22691549704649
"Cst7",5.73362354229667,4.21018963666919,24.2320785764808,2.35806981344646e-07,0.000612768021722196,6.88797825781515
"Tyrobp",1.95596892796374,9.10402240454075,17.5392853648145,1.68950691875011e-06,0.00338589987735884,5.63143462745549
"Hexb",1.17495714391259,10.3024851635341,16.9524042410384,2.07654613325629e-06,0.00338589987735884,5.47956249696827
"Lyz2",2.17689302894424,9.20347670714013,16.3927076430319,2.54449225215288e-06,0.00338589987735884,5.32637957888345
"Lgals3",2.93223214300101,8.89850499139336,16.2942528552241,2.63891679171204e-06,0.00338589987735884,5.29854735417996
"Xist",15.8945633629807,1.29567061390878,16.266142203828,2.66661767184417e-06,0.00338589987735884,5.29055070231868
"Lyz1",2.31292010544381,8.9149040898562,15.9814749070852,2.96697764659782e-06,0.00338589987735884,5.20829745966227
"Mpeg1",2.08228038096964,8.29669902340026,15.8430227485665,3.12712987980498e-06,0.00338589987735884,5.16743844988305
"Ptprc",1.38873623735374,6.76665323137176,15.1854627845879,4.03884788420095e-06,0.00386158518502048,4.96540022094644
"Ctsd",0.943628273753891,11.4670563000906,15.1106779741049,4.16087066807409e-06,0.00386158518502048,4.94155564283629
"Slc14a1",1.21481513483862,8.1079796601116,14.5711035657661,5.1796349210194e-06,0.004486599768587,4.76397908530173
"Dhrs1",1.08705171195552,9.74209815768397,14.2599567862789,5.89768601165585e-06,0.00475256594711398,4.6569768052811
"Cd68",2.09538096732886,7.45584425532985,14.1349264629127,6.21824221511104e-06,0.00475256594711398,4.61299010860012
"Irf8",1.278647358819,6.4969655141637,13.3784262411384,8.64946041933025e-06,0.00624346884601989,4.33409207746361
"Ccl3",2.24535758329851,9.1683112097498,13.2324449992643,9.23683488337171e-06,0.00631653661261308,4.277634886687
"C1qa",1.55278841519697,9.96356677935349,12.9135850146252,1.06878955731429e-05,0.00688844248884113,4.15118159537014
"Fcgr3",1.53056401766167,7.41506050135553,12.8256275261074,1.11334789706506e-05,0.00688844248884113,4.11552282579969
"Cyba",1.42547823584215,7.45036131129822,12.3292722919811,1.40902120689666e-05,0.00813921973199249,3.907731210699
"AU020206",1.23177997135286,7.19973513871417,12.283222500328,1.44079160960384e-05,0.00813921973199249,3.88787087859435
"Lpl",1.66681019851272,6.9206171206439,12.1195958688971,1.56057682622756e-05,0.00844857279298944,3.81647526562005
"Ctss",1.27079697950583,10.6449809617745,11.9364288003722,1.70856379740266e-05,0.00874099114353064,3.7349937835521
"Slc15a3",1.49848187240277,5.38244823406463,11.8816278984607,1.75594885230748e-05,0.00874099114353064,3.71028929993916
"Spon1",0.856140031394419,9.07760924627341,11.8141307896144,1.81641469156721e-05,0.00874099114353064,3.67965163772752
"Mmp12",1.95204442849755,3.82308328910616,11.6895104249328,1.9344923885405e-05,0.00882588890469452,3.62246968483121
"Vim",1.04287840210059,11.2084086127131,11.6538340952054,1.96991286258863e-05,0.00882588890469452,3.60595099513681
"Cd52",2.0938028912701,7.06297582213771,11.4850316903359,2.14800786218939e-05,0.00913358099147174,3.52688128897178
"Sgk1",-1.28036886743066,10.0924667904811,-11.4495768714666,2.18773969194522e-05,0.00913358099147174,3.51008017624031
"Cd109",1.39335979532043,4.4472485626935,11.3789833142556,2.26940541877606e-05,0.00913358099147174,3.47642497402137
"Ctsz",1.13875954791504,9.73934195412794,11.3368918679828,2.31977351434286e-05,0.00913358099147174,3.45622864101904
"Gusb",0.995091921245772,7.22049107458604,11.2007348168359,2.4917757131181e-05,0.00952224760015986,3.39022739829686
"Plce1",0.636042042423608,8.79985429906637,11.0402512398649,2.71375357755774e-05,0.0100742286380594,3.31109688294533
"C1qc",1.72844703305286,9.41731296104309,10.8833634904129,2.9531224388404e-05,0.0101190794088308,3.23230885276789
"Laptm5",1.06416648622903,8.68070916626992,10.8431371786017,3.01836755426256e-05,0.0101190794088308,3.21187553308229
"Grn",1.04462952551125,10.6605457102718,10.821270248726,3.05453231181298e-05,0.0101190794088308,3.20072787417385
"Nckap1l",0.823747557391405,7.27625892609568,10.781516823419,3.1215682286988e-05,0.0101190794088308,3.18038894753995
"Itgb2",1.38223564748606,9.22554751672936,10.7602511092515,3.15812511324026e-05,0.0101190794088308,3.16947009948901
"Ccl6",1.50033958953992,6.54916140104468,10.6728944591637,3.31357444500818e-05,0.0101190794088308,3.12433157952262
"Pycard",0.994569038382902,6.35206987717733,10.6664878799818,3.32531831434813e-05,0.0101190794088308,3.12100302971128
"Tmem176a",0.96333245112381,8.61835875460423,10.6537109823153,3.34888335703628e-05,0.0101190794088308,3.11435731436216
"Tgfbr2",0.60035299268468,8.59476220565553,10.5497751574395,3.54790850243655e-05,0.010258845706426,3.05992533867875
"Fcer1g",1.32679079406585,7.72575338868521,10.5471789026118,3.55305208026761e-05,0.010258845706426,3.05855714326598
"Plek",1.04272395018393,7.09524657651301,10.4938747641369,3.66058235278097e-05,0.0103395535890616,3.03037398613457
"C1qb",1.51209726673184,9.22926378598511,9.96806268065232,4.94959953066005e-05,0.013611725540814,2.74262122242535
"Tnfrsf12a",0.744248856593781,8.00449250739959,9.94113935107034,5.02857558653945e-05,0.013611725540814,2.72739594536249
