,logFC,AveExpr,t,P.Value,adj.P.Val,B
Postn,2.108804769,6.309769385,9.487411086,4.89E-05,0.002929845,2.573729041
Ptx3,2.799775606,7.534249269,9.467605729,4.96E-05,0.002940314,2.560046092
Mdfic,2.008377622,7.823790694,9.337860684,5.39E-05,0.0031692,2.469710306
Steap4,2.370761081,4.47334,9.017075961,6.67E-05,0.003563983,2.241025377
Pon3,1.506000393,5.338938868,8.965069759,6.90E-05,0.003616237,2.203215131
Tm4sf1,1.741864895,8.677956602,8.814909797,7.65E-05,0.003835554,2.092859328
Hspb1,1.828948409,10.74459096,8.750835089,7.99E-05,0.003962405,2.045226009
C3,2.463843508,9.715478931,8.704981847,8.25E-05,0.004043712,2.010936181
Krt15,8.525736134,-1.668041479,8.637732305,8.64E-05,0.004189808,1.960337439
Casp12,1.815516941,7.135763033,8.57538844,9.03E-05,0.00428077,1.913098982
Cd37,2.606893384,4.977435479,8.368051375,0.000104574,0.004750805,1.753665828
Fmod,1.730238945,8.901715999,8.333950552,0.000107166,0.004836115,1.727094559
Chl1,1.941957373,6.579355662,7.993879286,0.000137452,0.005570391,1.456536553
Crym,3.04036254,5.530678929,7.98613546,0.000138248,0.005570391,1.450255062
Abca1,1.827045232,9.468246023,7.983912051,0.000138477,0.005570391,1.448450508
Cd14,1.793521065,7.338901536,7.947623617,0.000142283,0.005636233,1.418934267
Cyp2d26,-6.914300654,-1.98567936,-7.910662073,0.000146283,0.005753152,1.388746097
Slc7a8,1.540294132,6.239108045,7.63307098,0.000180776,0.006588184,1.157931157
C1ra,1.899598767,5.274057699,7.527059093,0.000196329,0.006913021,1.067830556
Gadd45a,1.868134784,6.798617701,7.514240906,0.000198311,0.006945164,1.05686146
Cebpb,1.713020259,7.685516229,7.173261983,0.000260421,0.008187272,0.758990457
Man2b1,1.5692238,9.222571596,7.056023577,0.000286688,0.008723518,0.653792936
Ccl12,4.038105024,4.127288242,6.980356266,0.00030524,0.009096295,0.585118294
Matn2,1.616295066,7.254799433,6.861371042,0.000337241,0.009504929,0.475871414
Rhoj,1.871564718,7.077247177,6.798767072,0.000355599,0.009722251,0.417765056
Hmox1,1.915700332,7.200336918,6.79437786,0.000356928,0.009722251,0.413674809
Gzmg,-1.639337327,1.833111476,-6.766927866,0.000365369,0.009849052,0.388045623
Mmp12,2.055821969,3.701875175,6.749851167,0.000370735,0.009911438,0.37205899
Cst7,11.55856803,3.09281671,6.688116214,0.000390893,0.010117271,0.31399018
Wif1,2.60589192,3.944415932,6.589588047,0.000425697,0.010521091,0.220413042
Cd109,1.709950964,5.295002137,6.517719625,0.000453306,0.010964927,0.151448915
Junb,1.553901377,6.920742524,6.443771797,0.000483855,0.011365607,0.079858392
Trim30a,1.541380238,6.612489125,6.43822354,0.000486239,0.011365607,0.074460976
Ifit1,1.648332754,6.443672052,6.365091181,0.00051895,0.011706096,0.0029745
Prss23,1.960094644,7.65086535,6.236300252,0.000582806,0.012508388,-0.124482767
Slc43a3,1.978635984,5.393678878,6.164994064,0.000621964,0.012786666,-0.19592179
Gpr65,1.826669882,5.079767499,6.081621099,0.000671577,0.013348401,-0.280249421
Fbn1,1.511864235,5.998511838,6.027935133,0.000705891,0.013609914,-0.335011209
Ccn1,1.651829849,9.323999188,5.91273538,0.00078643,0.014378227,-0.4537546
Olfml3,1.530808281,8.397876987,5.841225722,0.000841633,0.014973371,-0.528321981
Angptl4,2.461399775,6.679530923,5.810402417,0.000866768,0.015096401,-0.560668196
Fcrls,2.581182788,7.828209404,5.758469168,0.000911058,0.015281878,-0.615448695
Ms4a6d,1.985540889,6.122227788,5.752571856,0.000916247,0.015321494,-0.62169175
Tlr1,1.599709809,5.384501667,5.677067288,0.000985719,0.015772711,-0.702029623
Chodl,-2.120450826,7.092798849,-5.645521868,0.001016489,0.016067202,-0.735819022
Rrm2,1.9606058,6.295837721,5.547827495,0.001118876,0.016864086,-0.841310882
Ccl11,2.355125203,4.866155536,5.446377689,0.001237681,0.017548736,-0.952229156
Ctla2b,1.503749179,7.312961812,5.406689543,0.001287975,0.017878909,-0.996005683
Matn4,1.664553119,6.015811641,5.315011606,0.001413191,0.018639772,-1.097961929
Lcn2,2.150774801,5.113656083,5.270242234,0.001479275,0.018863665,-1.148176802
Tubb6,4.494501051,5.102077966,5.269522458,0.001480365,0.018863665,-1.148986424
Gpr34,2.018945095,6.088009093,5.230510478,0.001540843,0.0192687,-1.192977238
Trim47,1.935057559,5.508529108,4.973598816,0.002015907,0.021640893,-1.488087421
Klk8,1.534625564,5.884655689,4.919652253,0.002135359,0.022259278,-1.551262723
Ly86,1.638385143,8.822237566,4.730153512,0.002622294,0.02431405,-1.776551173
Lipc,2.132737333,2.746216549,4.499323114,0.003391113,0.027467802,-2.058142842
Bst2,2.168000333,5.072401679,4.274683241,0.004387833,0.031018019,-2.339800608
Tent5c,2.072950287,6.687301183,4.271152689,0.004405902,0.031094998,-2.344287323
Fermt3,1.750690819,4.988724767,3.831505094,0.007458769,0.040925584,-2.91736218
Kirrel,-5.240890539,-2.877267473,-3.637715287,0.009495066,0.046962081,-3.178771263
Tdgf1,2.615959989,3.549681501,3.360386466,0.013545841,0.058067013,-3.561571044
Fabp4,2.425671784,4.692628684,3.286248214,0.014924373,0.061520425,-3.665510431
Cyp3a25,-1.755052849,1.41355013,-3.236930641,0.015925259,0.063644675,-3.734998382
Ammecr1,-1.769331092,0.971734714,-3.054900635,0.02029682,0.073581636,-3.993680349
Gdnf,1.832993897,1.215922716,2.938953212,0.023743609,0.080675168,-4.16005025
Uri1,1.538072915,8.631661298,2.703994187,0.032796069,0.099490855,-4.500047793
Vmn1r46,-1.747873775,3.254152868,-2.469567956,0.045537159,0.123203753,-4.841286555
Slc16a7,1.838306413,2.994446718,2.428720617,0.048241707,0.12818088,-4.900755411
